player_id,player_name,season,age,box_plus_minus,height,weight,nba_draft_pick,win_shares,minutes_played,player_efficiency_rating,vorp,out_of_league,win_shares_per_minute,composite_score
gallida01,Danilo Gallinari,2020,31.621601233752198,0.9302083333333333,82.0,233.0,6.0,0.9416666666666664,1690.0,0.8697916666666667,0.9468749999999999,0,,0.9416666666666667
jordade01,DeAndre Jordan,2020,31.67088355994486,0.9052083333333334,83.0,265.0,35.0,0.9239583333333332,1234.0,0.8895833333333333,0.875,0,,0.9208333333333333
rosede01,Derrick Rose,2020,31.465540534501304,0.875,74.0,200.0,1.0,0.6385416666666666,1298.0,0.9208333333333333,0.8489583333333333,0,,0.8520833333333333
augusdj01,D.J. Augustin,2020,32.366311940136995,0.4510416666666667,71.0,183.0,9.0,0.6510416666666667,1215.0,0.58125,0.534375,0,,0.5583333333333333
gordoer01,Eric Gordon,2020,31.241032158554315,0.2,75.0,215.0,7.0,0.34479166666666666,972.0,0.30625,0.06354166666666666,0,,0.21041666666666667
hillge01,George Hill,2020,33.88585032724143,0.9302083333333333,75.0,188.0,26.0,0.9114583333333333,1103.0,0.796875,0.875,0,,0.8979166666666667
dragigo01,Goran Dragić,2020,33.88037451383809,0.5770833333333334,75.0,190.0,45.0,0.7083333333333333,1531.0,0.7093750000000001,0.6812499999999999,0,,0.6916666666666667
mcgeeja01,JaVale McGee,2020,32.17465844874873,0.8635416666666667,84.0,270.0,18.0,0.8729166666666667,1023.0,0.8895833333333333,0.7989583333333333,0,,0.8895833333333333
loveke01,Kevin Love,2020,31.539464023885323,0.8635416666666667,80.0,215.0,5.0,0.8041666666666667,1780.0,0.8197916666666667,0.9135416666666667,0,,0.8791666666666665
gasolma01,Marc Gasol,2020,35.145287551290345,0.8427083333333334,83.0,255.0,48.0,0.6729166666666666,990.0,0.425,0.7625,0,,0.7010416666666666
batumni01,Nicolas Batum,2020,31.2711491374898,0.378125,81.0,200.0,25.0,0.321875,505.0,0.21354166666666669,0.3614583333333333,0,,0.30833333333333335
lopezro01,Robin Lopez,2020,31.974791236338987,0.378125,84.0,275.0,15.0,0.5291666666666667,862.0,0.353125,0.3614583333333333,0,,0.4
westbru01,Russell Westbrook,2020,31.358762159846933,0.8427083333333334,75.0,200.0,4.0,0.8541666666666666,1905.0,0.9270833333333333,0.9135416666666667,0,,0.9020833333333337
greenda02,Danny Green,2020,32.75235682721858,0.75625,78.0,215.0,46.0,0.759375,1529.0,0.353125,0.7989583333333333,0,,0.6854166666666667
derozde01,DeMar DeRozan,2020,30.62500308293326,0.8197916666666667,78.0,220.0,9.0,0.9541666666666666,2091.0,0.9229166666666666,0.921875,0,,0.93125
carrode01,DeMarre Carroll,2020,33.6558661387467,0.13645833333333335,78.0,215.0,27.0,0.17604166666666665,231.0,0.17604166666666665,0.22291666666666665,0,,0.15416666666666667
templga01,Garrett Temple,2020,33.87489870057489,0.4927083333333333,77.0,195.0,61.0,0.5874999999999999,1547.0,0.2875,0.6166666666666667,0,,0.4875
