season,assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,height,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,player_id,points,points_produced,position,steal_percentage,steals,team_abbreviation,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,weight,win_shares,win_shares_per_40_minutes,player_season_number,player_name
2017-18,8.2,36,0.1,1,-5.5,big-south,-4.0,13.4,100,0.4,0.512,284,0.394,112,0.158,45,0.844,38,32,22,6-4,949,-1.4,2.7,22,1.0,38,12.3,jc-younger-1,329,300,Guard,0.8,12,presbyterian,0.613,174,0.385,67,7.9,122,0.539,13.1,46,110,0.409,45,20.1,200,1.4,0.059,2,JC Younger
2018-19,5.4,24,0.0,0,-2.6,big-south,-4.2,11.2,82,0.6,0.596,275,0.429,118,0.113,31,0.613,19,36,7,6-4,847,1.6,1.5,11,1.5,60,13.9,jc-younger-1,347,281,Guard,0.7,11,presbyterian,0.76,209,0.44,92,6.3,93,0.599,8.2,26,66,0.394,26,19.0,200,2.2,0.102,3,JC Younger
2019-20,3.0,11,0.4,2,-6.3,big-south,-5.0,8.1,49,0.0,0.517,175,0.371,65,0.171,30,0.8,24,32,12,6-4,717,-1.3,0.5,3,0.7,47,8.9,jc-younger-1,205,172,Guard,1.1,13,presbyterian,0.829,145,0.352,51,4.4,52,0.542,11.3,24,30,0.467,14,15.7,200,0.7,0.039,4,JC Younger
2019-20,9.3,7,0.9,1,-7.4,meac,-2.1,15.6,20,0.2,0.476,21,0.476,10,0.81,17,0.588,10,24,8,6-8,140,-5.3,10.1,13,0.0,34,6.6,victor-okafor-1,30,35,Forward,0.4,1,morgan-state,0.048,1,0.0,0,12.8,33,0.516,29.2,12,20,0.5,10,13.9,230,0.2,0.06,1,Victor Okafor
2018-19,2.0,2,4.0,6,-3.6,cusa,1.2,13.2,20,0.3,0.571,21,0.571,12,0.762,16,0.313,5,22,0,6-8,175,-4.8,6.3,10,0.0,17,8.0,stacey-thomas-2,29,30,Forward,0.7,2,louisiana-tech,0.048,1,0.0,0,9.6,30,0.507,19.7,7,20,0.6,12,10.3,220,0.3,0.066,1,Stacey Thomas
2019-20,4.5,2,3.2,2,-0.1,cusa,1.9,20.2,14,0.1,0.7,10,0.7,7,0.4,4,0.5,2,16,0,6-8,76,-2.0,7.7,5,0.1,12,11.3,stacey-thomas-2,16,16,Forward,0.0,0,louisiana-tech,0.0,0,,0,14.2,19,0.672,25.2,4,10,0.7,7,10.6,220,0.2,0.13,2,Stacey Thomas
2017-18,6.0,7,0.5,1,-3.7,big-south,-0.7,19.5,39,0.4,0.538,65,0.492,32,0.231,15,0.4,6,34,1,6-7,255,-3.1,7.5,16,0.2,17,14.2,leroy-buttsiv-1,76,71,Forward,2.2,9,radford,0.292,19,0.316,6,13.3,55,0.527,16.3,14,46,0.565,26,18.1,210,0.6,0.095,1,Leroy Butts IV
2018-19,4.4,4,2.4,3,-4.4,big-south,-0.6,19.2,26,0.3,0.435,46,0.413,19,0.174,8,0.5,4,28,0,6-7,164,-3.8,7.2,10,0.1,18,12.5,leroy-buttsiv-1,44,44,Forward,2.2,6,radford,0.217,10,0.2,2,13.2,36,0.442,7.4,4,36,0.472,17,17.2,210,0.4,0.09,2,Leroy Butts IV
2019-20,5.6,11,2.1,6,-3.1,big-south,-1.4,14.7,48,0.4,0.526,98,0.49,48,0.133,13,0.308,4,26,18,6-7,376,-1.7,8.9,28,0.6,35,13.9,leroy-buttsiv-1,107,106,Forward,0.7,4,radford,0.316,31,0.226,7,11.8,76,0.514,10.3,12,67,0.612,41,16.4,210,1.0,0.103,3,Leroy Butts IV
2017-18,8.1,25,1.6,11,-8.5,meac,-3.3,23.6,154,0.5,0.453,265,0.438,116,0.479,127,0.654,83,29,27,6-8,764,-5.2,9.8,72,0.1,99,15.1,miryne-thomas-1,323,315,Forward,1.3,17,ball-state,0.192,51,0.157,8,16.3,226,0.496,18.3,73,214,0.505,108,26.5,200,0.6,0.033,1,Miryne Thomas
2019-20,8.0,6,2.1,3,2.7,mac,2.0,16.2,22,0.4,0.527,37,0.432,16,0.486,18,0.833,15,18,0,6-8,150,0.7,6.9,9,0.3,24,16.8,miryne-thomas-1,54,53,Forward,2.3,6,ball-state,0.595,22,0.318,7,11.7,31,0.593,14.9,8,15,0.6,9,18.3,200,0.7,0.186,2,Miryne Thomas
2016-17,5.2,2,0.0,0,-10.2,big-sky,-5.9,27.3,19,0.1,0.563,32,0.531,17,0.469,15,0.6,9,19,0,6-9,78,-4.4,12.0,8,0.1,24,16.2,kienan-walter-1,45,42,Forward,0.0,0,north-dakota,0.25,8,0.25,2,19.8,27,0.575,18.7,9,24,0.625,15,30.0,205,0.2,0.119,1,Kienan Walter
2017-18,6.6,18,1.0,5,-2.9,big-sky,-1.4,13.4,55,0.4,0.554,121,0.463,56,0.289,35,0.657,23,32,2,6-9,500,-1.5,4.2,18,0.3,85,10.7,kienan-walter-1,157,152,Forward,2.3,21,north-dakota,0.504,61,0.361,22,8.7,73,0.57,18.9,32,60,0.567,34,17.0,205,0.7,0.056,2,Kienan Walter
2018-19,11.4,46,2.2,15,-2.0,summit,0.3,19.3,115,0.9,0.516,160,0.45,72,0.575,92,0.674,62,28,20,6-9,696,-2.3,4.5,27,0.9,78,13.9,kienan-walter-1,227,237,Forward,1.2,15,north-dakota,0.375,60,0.35,21,11.9,142,0.557,17.8,44,100,0.51,51,17.9,205,1.8,0.104,3,Kienan Walter
2019-20,9.4,43,1.5,14,-0.4,summit,-1.8,13.1,104,0.7,0.565,283,0.445,126,0.272,77,0.883,68,33,33,6-9,906,1.4,3.0,22,1.9,92,16.6,kienan-walter-1,388,353,Forward,1.5,24,north-dakota,0.629,178,0.382,68,8.2,126,0.607,16.0,61,105,0.552,58,21.3,205,2.6,0.116,4,Kienan Walter
2017-18,23.5,75,0.3,2,-1.9,big-ten,-1.3,10.9,65,0.5,0.403,279,0.366,102,0.244,68,0.765,52,32,4,6-1,641,-0.6,3.1,19,0.2,38,12.9,isaiah-washington-12,277,281,Guard,1.6,18,iona,0.312,87,0.241,21,6.9,84,0.445,13.4,48,192,0.422,81,27.4,195,0.7,0.042,1,Isaiah Washington
2018-19,34.2,79,0.9,4,-1.1,big-ten,0.6,9.1,36,0.5,0.345,148,0.311,46,0.182,27,0.704,19,28,0,6-1,451,-1.6,2.0,8,-0.3,34,8.8,isaiah-washington-12,121,147,Guard,2.0,15,iona,0.318,47,0.213,10,5.5,44,0.376,17.9,35,101,0.356,36,21.9,195,0.3,0.023,2,Isaiah Washington
2019-20,25.6,112,0.9,7,0.2,maac,-0.4,13.6,117,1.1,0.475,283,0.406,115,0.216,61,0.803,49,28,23,6-1,931,0.7,3.7,27,1.4,61,16.7,isaiah-washington-12,318,349,Guard,3.0,48,iona,0.417,118,0.331,39,9.1,144,0.51,16.4,61,165,0.461,76,20.9,195,2.6,0.11,3,Isaiah Washington
2017-18,9.6,30,2.0,17,-0.4,atlantic-sun,-3.2,12.0,77,0.1,0.628,258,0.585,151,0.256,66,0.742,49,33,8,6-7,656,2.8,10.1,60,2.1,84,23.5,trip-day-1,373,343,Forward,1.6,20,north-florida,0.205,53,0.415,22,11.1,137,0.645,14.0,47,205,0.629,129,24.2,216,2.2,0.134,1,Trip Day
2018-19,9.4,16,2.8,10,-3.9,atlantic-sun,0.9,13.2,41,0.5,0.439,99,0.424,42,0.354,35,0.686,24,24,2,6-7,313,-4.8,7.1,20,-0.2,44,10.6,trip-day-1,111,111,Forward,2.9,17,north-florida,0.273,27,0.111,3,10.3,61,0.48,24.2,37,72,0.542,39,23.0,216,0.3,0.035,2,Trip Day
2019-20,27.3,6,6.5,3,3.2,atlantic-sun,2.4,16.8,6,0.0,0.455,11,0.455,5,0.455,5,0.4,2,6,0,6-7,40,0.9,14.3,5,0.1,8,19.8,trip-day-1,12,17,Forward,1.4,1,north-florida,0.182,2,0.0,0,15.6,11,0.449,13.0,2,9,0.556,5,19.3,216,0.2,0.151,3,Trip Day
2017-18,3.1,3,4.1,6,-0.6,colonial,2.4,21.2,30,0.3,0.421,19,0.421,8,0.842,16,0.563,9,20,0,6-8,168,-3.0,12.6,17,0.2,31,11.6,osinachi-smart-1,25,35,Center-Forward,1.8,5,college-of-charleston,0.0,0,,0,17.0,47,0.47,13.1,4,19,0.421,8,9.8,240,0.5,0.12,1,Osinachi Smart
2018-19,0.0,0,5.6,3,-7.7,colonial,1.6,30.8,17,0.1,0.0,3,0.0,0,1.333,4,0.75,3,13,0,6-8,68,-9.3,7.6,4,-0.1,13,4.1,osinachi-smart-1,3,6,Center-Forward,1.8,2,college-of-charleston,0.0,0,,0,19.5,21,0.306,44.9,4,3,0.0,0,7.1,240,0.1,0.035,2,Osinachi Smart
2019-20,3.4,9,3.2,14,1.7,colonial,2.4,20.8,92,0.8,0.562,73,0.562,41,0.603,44,0.659,29,31,12,6-8,505,-0.7,12.8,54,1.0,66,17.2,osinachi-smart-1,111,134,Center-Forward,2.8,24,college-of-charleston,0.0,0,,0,16.9,146,0.591,17.6,20,73,0.562,41,12.1,240,1.8,0.146,3,Osinachi Smart
2019-20,0.0,0,0.0,0,-1.5,wac,-8.7,0.0,0,0.0,0.75,6,0.5,3,0.0,0,,0,7,0,5-10,14,7.3,0.0,0,0.1,1,23.8,isaiah-garcia-1,9,6,Guard,0.0,0,texas-pan-american,0.833,5,0.6,3,0.0,0,0.75,0.0,0,1,0.0,0,21.2,160,0.1,0.173,1,Isaiah Garcia
2018-19,5.0,3,2.0,2,-8.7,southland,-0.9,16.3,15,0.1,0.375,16,0.375,6,0.438,7,0.429,3,13,0,6-7,102,-7.8,7.5,7,0.0,20,5.2,abdul-alatishe-1,15,19,Forward,1.7,3,nicholls-state,0.0,0,,0,11.8,22,0.388,20.6,5,16,0.375,6,11.9,200,0.1,0.031,1,Warith Alatishe
2019-20,8.6,36,5.7,41,4.3,southland,4.6,24.9,166,2.1,0.559,245,0.555,136,0.367,90,0.711,64,31,29,6-7,785,-0.4,12.7,91,2.0,89,25.6,abdul-alatishe-1,338,345,Forward,3.7,53,nicholls-state,0.037,9,0.222,2,18.6,257,0.587,17.0,59,236,0.568,134,20.9,200,4.1,0.208,2,Warith Alatishe
2019-20,11.9,12,0.0,0,-8.5,meac,-3.2,6.4,10,0.1,0.433,30,0.367,11,0.833,25,0.48,12,21,1,5-11,175,-5.4,4.7,8,-0.1,29,5.5,leroy-moorejr-1,38,44,Guard,3.3,11,delaware-state,0.433,13,0.308,4,5.5,18,0.454,30.1,18,17,0.412,7,15.7,160,0.0,-0.011,1,Leroy Moore Jr.
2019-20,7.0,25,0.9,6,-3.2,cusa,-3.5,12.7,77,0.6,0.519,239,0.385,92,0.167,40,0.625,25,32,2,6-5,643,0.2,2.7,16,0.7,45,12.3,eric-lovett-1,273,240,Guard,0.7,8,florida-international,0.736,176,0.364,64,7.8,93,0.529,13.7,41,63,0.444,28,21.9,200,1.4,0.086,1,Eric Lovett
2018-19,4.4,6,5.8,14,-6.2,southland,1.7,14.2,34,0.4,0.436,39,0.436,17,0.513,20,0.65,13,30,7,6-8,265,-7.9,7.6,19,-0.2,36,7.8,dalin-williams-1,47,52,Forward,1.7,8,northwestern-state,0.0,0,,0,10.8,53,0.485,32.2,23,39,0.436,17,13.1,215,0.2,0.025,1,Dalin Williams
2019-20,5.0,3,2.8,3,-4.9,southland,0.1,12.1,13,0.1,0.714,14,0.714,10,0.429,6,0.167,1,19,4,6-8,106,-5.0,8.4,8,0.0,18,6.9,dalin-williams-1,21,22,Forward,1.0,2,northwestern-state,0.0,0,,0,10.4,21,0.623,39.5,11,14,0.714,10,12.3,215,0.1,0.027,2,Dalin Williams
2017-18,9.3,18,2.6,9,-2.9,mac,-0.5,17.4,58,0.5,0.468,110,0.364,40,0.245,27,0.778,21,25,0,6-6,359,-2.4,3.9,12,0.2,53,10.5,zach-gunn-1,124,119,Forward,0.8,5,ball-state,0.655,72,0.319,23,10.9,70,0.505,16.3,24,38,0.447,17,20.6,210,0.6,0.072,1,Zach Gunn
2018-19,5.2,11,0.5,2,0.6,mac,-1.9,17.8,67,0.6,0.555,110,0.4,44,0.255,28,0.821,23,27,0,6-6,387,2.5,3.1,10,0.9,49,14.3,zach-gunn-1,145,129,Forward,0.6,4,ball-state,0.864,95,0.358,34,11.1,77,0.588,6.8,9,15,0.667,10,16.9,210,1.5,0.151,2,Zach Gunn
2019-20,11.7,14,0.6,1,-5.6,southland,-2.4,24.0,42,0.2,0.469,32,0.438,14,0.688,22,0.818,18,16,0,6-6,189,-3.2,7.4,11,0.3,12,13.5,chris-orlina-1,48,56,Forward,1.2,4,mcneese-state,0.188,6,0.333,2,16.4,53,0.565,24.8,14,26,0.462,12,14.6,185,0.5,0.102,1,Chris Orlina
2019-20,11.0,7,1.0,1,-3.6,aac,-1.7,8.1,9,0.1,0.402,41,0.293,12,0.073,3,0.0,0,21,0,6-3,128,-2.0,3.6,4,-0.1,17,6.3,logan-curtis-1,33,32,Guard,2.7,6,east-carolina,0.707,29,0.31,9,5.8,13,0.389,10.5,5,12,0.25,3,18.6,195,0.1,0.021,1,Logan Curtis
2016-17,5.7,8,0.0,0,-3.3,big-west,-1.1,11.8,31,0.4,0.508,66,0.439,29,0.136,9,0.667,6,34,2,6-5,268,-2.2,6.5,15,0.2,34,9.1,john-edgarjr-1,73,70,Forward,0.9,4,california-irvine,0.485,32,0.281,9,9.5,46,0.519,17.6,15,34,0.588,20,16.3,215,0.6,0.087,1,John Edgar Jr.
2017-18,8.0,34,0.1,1,-2.3,big-west,-0.3,13.5,110,1.3,0.472,285,0.411,117,0.116,33,0.727,24,35,27,6-5,850,-2.0,4.2,32,0.4,49,10.8,john-edgarjr-1,293,271,Forward,1.0,14,california-irvine,0.449,128,0.273,35,9.0,142,0.487,14.7,52,157,0.522,82,20.7,215,1.7,0.078,2,John Edgar Jr.
2018-19,6.6,19,0.6,3,-2.3,big-west,0.2,12.8,66,0.9,0.493,153,0.464,71,0.209,32,0.656,21,27,11,6-5,544,-2.5,3.3,15,0.3,38,10.8,john-edgarjr-1,172,157,Forward,1.0,9,california-irvine,0.248,38,0.237,9,8.3,81,0.511,16.4,33,115,0.539,62,19.1,215,1.2,0.089,3,John Edgar Jr.
2019-20,12.1,51,0.2,1,-0.6,big-west,1.2,14.0,93,1.1,0.456,171,0.421,72,0.216,37,0.757,28,30,26,6-5,711,-1.8,5.4,31,0.4,51,10.6,john-edgarjr-1,184,196,Forward,1.7,21,california-irvine,0.292,50,0.24,12,10.0,124,0.488,21.0,50,121,0.496,60,16.7,215,1.6,0.087,4,John Edgar Jr.
2018-19,4.5,5,0.6,1,-7.3,atlantic-10,-2.9,4.6,8,0.2,0.339,59,0.237,14,0.068,4,0.75,3,22,0,6-2,200,-4.3,1.2,2,-0.3,19,0.6,jason-douglas-stanley-1,43,40,Guard,0.9,3,george-mason,0.797,47,0.255,12,2.9,10,0.353,11.6,8,12,0.167,2,17.7,191,-0.1,-0.019,1,Jason Douglas-Stanley
2019-20,8.7,4,0.0,0,-7.7,atlantic-10,-3.1,12.0,9,0.1,0.268,28,0.179,5,0.143,4,0.75,3,17,0,6-2,86,-4.6,0.0,0,-0.1,8,1.3,jason-douglas-stanley-1,18,18,Guard,1.4,2,george-mason,0.786,22,0.227,5,5.9,9,0.301,6.3,2,6,0.0,0,18.8,191,0.0,-0.005,2,Jason Douglas-Stanley
2019-20,15.3,44,0.2,1,-2.8,sec,0.7,9.1,52,0.8,0.399,198,0.343,68,0.131,26,0.731,19,28,18,6-2,677,-3.5,1.0,6,-0.6,25,6.5,andre-gordon-1,177,172,Guard,2.2,24,texas-am,0.409,81,0.272,22,5.0,58,0.421,20.1,53,117,0.393,46,20.4,185,0.2,0.01,1,Andre Gordon
2016-17,3.5,8,0.0,0,2.2,wcc,0.0,12.6,43,0.8,0.522,113,0.381,43,0.195,22,0.864,19,32,0,6-6,411,2.2,2.0,6,0.6,34,11.9,tanner-krebs-1,137,114,Guard,1.1,7,saint-marys-ca,0.779,88,0.364,32,7.7,49,0.555,9.5,13,25,0.44,11,18.8,205,1.4,0.137,1,Tanner Krebs
2017-18,6.0,36,1.4,13,5.7,wcc,1.9,19.5,157,1.6,0.56,217,0.424,92,0.194,42,0.833,35,36,29,6-6,992,3.8,4.5,31,2.1,69,14.8,tanner-krebs-1,278,264,Guard,1.2,19,saint-marys-ca,0.687,149,0.396,59,12.5,188,0.587,8.1,21,68,0.485,33,14.5,205,3.6,0.146,2,Tanner Krebs
2018-19,4.6,26,0.7,7,4.0,wcc,1.4,12.8,106,1.3,0.547,246,0.439,108,0.154,38,0.868,33,34,25,6-6,1029,2.7,2.4,19,1.7,62,12.9,tanner-krebs-1,302,276,Guard,1.3,21,saint-marys-ca,0.541,133,0.398,53,7.6,125,0.572,11.7,35,113,0.487,55,15.7,205,3.0,0.115,3,Tanner Krebs
2019-20,4.9,27,1.1,10,4.5,wcc,1.7,13.3,102,1.2,0.524,248,0.415,103,0.194,48,0.854,41,33,33,6-6,995,2.7,3.7,27,1.7,64,14.4,tanner-krebs-1,301,285,Guard,2.1,34,saint-marys-ca,0.556,138,0.391,54,8.6,129,0.556,10.9,33,110,0.445,49,16.8,205,2.9,0.116,4,Tanner Krebs
2018-19,4.1,6,9.1,22,3.1,wcc,3.8,16.5,39,0.4,0.766,47,0.766,36,0.617,29,0.586,17,26,1,6-9,287,-0.7,5.7,14,0.6,51,17.1,victor-ohiaobioha-1,89,79,Center,1.0,5,pepperdine,0.0,0,,0,11.0,53,0.732,16.5,12,47,0.766,36,12.8,205,1.0,0.138,1,Victor Ohia Obioha
2019-20,6.9,15,3.5,13,2.9,wcc,2.7,19.4,66,0.5,0.597,72,0.597,43,0.292,21,0.762,16,32,3,6-9,403,0.3,10.9,39,0.7,70,16.0,victor-ohiaobioha-1,102,112,Center,2.6,19,pepperdine,0.0,0,,0,15.1,105,0.622,20.4,21,72,0.597,43,12.6,205,1.2,0.118,2,Victor Ohia Obioha
2018-19,20.9,2,0.0,0,-9.6,ivy,-1.8,15.8,2,0.0,0.0,3,0.0,0,0.667,2,1.0,2,8,0,6-4,13,-7.8,9.3,1,0.0,1,3.9,michael-feinberg-1,2,4,Guard,0.0,0,yale,0.0,0,,0,12.8,3,0.253,20.2,1,3,0.0,0,18.7,195,0.0,-0.006,1,Michael Feinberg
2019-20,22.7,5,0.0,0,6.4,ivy,-0.8,23.9,10,0.1,0.75,12,0.667,8,0.833,10,0.7,7,11,0,6-4,46,7.1,13.5,5,0.3,7,29.2,michael-feinberg-1,25,26,Guard,0.0,0,yale,0.333,4,0.5,2,19.0,15,0.746,19.3,4,8,0.75,6,23.4,195,0.3,0.293,2,Michael Feinberg
2016-17,0.0,0,0.0,0,-31.7,patriot,-19.7,0.0,0,0.0,0.25,4,0.25,1,0.25,1,1.0,1,3,0,6-3,4,-12.0,0.0,0,0.0,0,5.3,cal-reichwein-1,3,3,Guard,0.0,0,lafayette,0.5,2,0.0,0,0.0,0,0.335,0.0,0,2,0.5,1,58.0,217,0.0,-0.185,1,Cal Reichwein
2017-18,36.0,4,0.0,0,-6.2,patriot,-3.2,5.3,1,0.0,0.4,5,0.4,2,0.2,1,0.0,0,12,0,6-3,21,-3.0,0.0,0,0.0,0,13.5,cal-reichwein-1,4,6,Guard,5.5,2,lafayette,0.6,3,0.0,0,2.8,1,0.365,15.4,1,2,1.0,2,16.3,217,0.0,0.049,2,Cal Reichwein
2018-19,52.7,5,0.0,0,-16.7,patriot,-10.2,6.1,1,0.0,0.35,10,0.3,3,0.0,0,,0,6,0,6-3,19,-6.6,0.0,0,-0.1,0,4.2,cal-reichwein-1,7,9,Guard,0.0,0,lafayette,0.6,6,0.167,1,3.1,1,0.35,23.1,3,4,0.5,2,34.8,217,-0.1,-0.118,3,Cal Reichwein
2019-20,20.4,2,4.4,1,-3.5,patriot,-0.4,9.3,2,0.0,0.464,14,0.357,5,0.071,1,0.0,0,13,1,6-3,23,-3.1,5.3,1,0.0,1,17.3,cal-reichwein-1,13,12,Guard,5.1,2,lafayette,0.571,8,0.375,3,7.4,3,0.449,17.2,3,6,0.333,2,40.3,217,0.0,0.009,4,Cal Reichwein
2019-20,2.6,2,0.9,1,-5.4,big-12,1.0,12.9,16,0.2,0.241,27,0.222,6,0.444,12,0.167,2,20,0,6-10,138,-6.4,8.4,10,-0.4,12,-0.9,hidde-roessink-1,15,19,Forward,1.3,3,oklahoma-state,0.407,11,0.091,1,10.7,26,0.229,21.6,9,16,0.313,5,15.4,220,-0.2,-0.054,1,Hidde Roessink
2016-17,5.4,12,2.5,9,-8.2,meac,-1.8,9.7,32,0.2,0.5,46,0.5,23,0.435,20,0.5,10,27,2,6-4,383,-6.5,7.0,26,0.0,48,6.9,houston-smith-1,56,64,Guard,1.5,10,bethune-cookman,0.043,2,0.0,0,8.2,58,0.505,28.4,22,44,0.523,23,9.9,210,0.2,0.021,1,Houston Smith
2017-18,8.8,38,1.2,9,-3.9,meac,-1.3,11.5,83,0.8,0.588,113,0.54,61,0.407,46,0.565,26,32,5,6-4,704,-2.6,6.8,47,0.7,79,10.0,houston-smith-1,159,170,Guard,0.9,12,bethune-cookman,0.274,31,0.355,11,9.2,130,0.59,21.1,36,82,0.61,50,10.7,210,1.5,0.087,2,Houston Smith
2018-19,10.8,44,1.5,10,-4.7,meac,-0.2,8.7,60,1.0,0.478,135,0.422,57,0.259,35,0.514,18,31,28,6-4,697,-4.5,5.2,35,0.0,55,7.8,houston-smith-1,147,158,Guard,1.4,18,bethune-cookman,0.333,45,0.333,15,7.0,95,0.485,23.7,47,90,0.467,42,13.1,210,1.1,0.061,3,Houston Smith
2019-20,12.5,35,0.6,3,-3.6,meac,-0.5,11.6,58,0.9,0.522,112,0.5,56,0.482,54,0.685,37,25,12,6-4,521,-3.1,4.6,23,0.3,53,11.2,houston-smith-1,154,158,Guard,2.0,20,bethune-cookman,0.232,26,0.192,5,8.1,81,0.559,26.3,49,86,0.593,51,16.5,210,1.1,0.088,4,Houston Smith
2016-17,0.6,1,11.6,33,-3.6,big-sky,1.9,14.7,38,0.4,0.548,62,0.548,34,0.581,36,0.611,22,31,1,6-8,295,-5.4,7.5,19,0.2,66,14.9,joshua-patton-1,90,84,Center-Forward,1.2,6,sacramento-state,0.0,0,,0,11.1,57,0.569,18.5,18,62,0.548,34,17.1,230,0.6,0.088,1,Joshua Patton
2017-18,4.9,18,8.3,58,1.5,big-sky,1.7,15.8,103,0.8,0.611,203,0.611,124,0.7,142,0.704,100,32,32,6-8,785,-0.2,9.1,61,2.0,118,22.1,joshua-patton-1,348,326,Center-Forward,1.2,16,sacramento-state,0.0,0,,0,12.4,164,0.643,16.4,53,203,0.611,124,21.8,230,2.8,0.143,2,Joshua Patton
2018-19,5.6,24,6.8,51,0.1,big-sky,1.4,18.2,132,1.5,0.609,248,0.609,151,0.669,166,0.608,101,31,31,6-8,896,-1.4,8.4,66,2.1,99,21.8,joshua-patton-1,403,370,Center-Forward,1.5,23,sacramento-state,0.0,0,,0,13.1,198,0.616,15.3,59,248,0.609,151,21.7,230,3.6,0.161,3,Joshua Patton
2019-20,6.7,23,7.6,57,3.9,big-sky,3.2,15.8,106,1.8,0.56,250,0.56,140,0.592,148,0.709,105,30,30,6-8,847,0.7,9.0,65,2.6,108,24.1,joshua-patton-1,385,349,Center-Forward,1.3,18,sacramento-state,0.008,2,0.0,0,12.3,171,0.601,12.8,47,248,0.565,140,22.9,230,4.4,0.208,4,Joshua Patton
2015-16,18.2,1,0.0,0,3.6,mac,-2.9,34.1,4,0.0,0.8,5,0.6,3,0.0,0,,0,11,0,6-3,13,6.4,0.0,0,0.1,3,26.3,hunter-hale-1,8,6,Guard,0.0,0,winthrop,0.8,4,0.5,2,17.1,4,0.8,16.7,1,1,1.0,1,23.9,185,0.1,0.209,1,Hunter Hale
2019-20,12.9,59,0.4,3,0.3,big-south,-1.5,11.8,90,1.2,0.522,360,0.406,146,0.25,90,0.778,70,32,31,6-3,847,1.8,3.0,24,2.0,65,18.0,hunter-hale-1,446,401,Guard,2.1,33,winthrop,0.661,238,0.353,84,7.4,114,0.554,14.3,67,122,0.508,62,25.8,185,3.3,0.154,2,Hunter Hale
2017-18,9.0,35,1.1,9,-0.5,maac,-2.2,14.5,104,0.4,0.62,233,0.459,107,0.18,42,0.786,33,33,15,6-6,857,1.7,2.9,22,1.7,55,15.8,jacob-rigoni-1,322,282,Forward-Guard,1.3,19,quinnipiac,0.708,165,0.455,75,8.6,126,0.636,14.5,43,68,0.471,32,17.7,190,2.1,0.099,1,Jacob Rigoni
2018-19,10.3,40,1.1,9,-1.2,maac,-2.3,12.4,92,0.7,0.548,239,0.41,98,0.268,64,0.875,56,31,31,6-6,837,1.2,3.4,24,1.8,50,15.7,jacob-rigoni-1,318,294,Forward-Guard,1.3,19,quinnipiac,0.724,173,0.382,66,8.1,116,0.59,13.5,42,66,0.485,32,19.3,190,2.5,0.119,2,Jacob Rigoni
2019-20,6.8,26,0.6,5,-2.5,maac,-2.7,11.8,86,0.5,0.562,210,0.405,85,0.119,25,0.84,21,30,30,6-6,792,0.2,1.2,8,1.1,38,11.9,jacob-rigoni-1,257,218,Forward-Guard,0.9,12,quinnipiac,0.776,163,0.405,66,6.7,94,0.579,12.6,32,47,0.404,19,16.5,190,1.6,0.081,3,Jacob Rigoni
2015-16,9.6,41,2.4,16,7.0,wcc,1.8,12.0,81,1.1,0.685,178,0.494,88,0.185,33,0.697,23,35,1,6-7,699,5.3,2.8,19,1.9,63,17.9,zac-seljaas-1,267,232,Guard,1.6,21,brigham-young,0.764,136,0.5,68,7.4,100,0.689,9.8,21,42,0.476,20,14.3,215,3.0,0.173,1,Zac Seljaas
2017-18,12.7,49,1.7,10,1.2,wcc,0.7,8.5,49,0.9,0.534,145,0.455,66,0.2,29,0.828,24,35,11,6-7,696,0.5,2.8,15,0.8,61,11.0,zac-seljaas-1,179,183,Guard,1.1,13,brigham-young,0.538,78,0.295,23,5.8,64,0.564,14.5,27,67,0.642,43,14.3,215,1.7,0.1,2,Zac Seljaas
2018-19,9.9,41,1.8,12,3.5,wcc,0.8,13.0,85,0.7,0.548,177,0.424,75,0.243,43,0.767,33,32,14,6-7,723,2.7,4.2,26,1.1,63,13.9,zac-seljaas-1,227,223,Guard,1.8,23,brigham-young,0.667,118,0.373,44,8.7,111,0.575,13.2,30,59,0.525,31,15.7,215,1.8,0.101,3,Zac Seljaas
2019-20,6.8,27,1.3,8,5.6,wcc,2.9,19.1,105,1.2,0.534,161,0.422,68,0.317,51,0.765,39,32,0,6-7,638,2.7,4.8,24,1.1,70,15.3,zac-seljaas-1,211,207,Guard,2.2,25,brigham-young,0.627,101,0.356,36,12.3,129,0.57,12.7,27,60,0.533,32,17.5,215,2.3,0.145,4,Zac Seljaas
2019-20,12.0,21,3.3,11,-7.8,ivy,-0.2,9.7,31,0.4,0.384,99,0.354,35,0.354,35,0.629,22,22,1,6-4,362,-7.6,2.0,7,-0.4,37,5.0,dan-friday-1,98,97,Guard,1.1,7,brown,0.162,16,0.375,6,5.7,38,0.424,23.7,36,83,0.349,29,20.3,220,0.0,0.001,1,Dan Friday
